date      ,team,rank             ,players
2022-02-21,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-02-21,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-02-21,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-02-21,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-02-21,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-02-21,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-02-21,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-02-21,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-02-21,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-02-21,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-02-21,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-02-21,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-02-21,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-02-21,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-02-21,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-02-21,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-02-21,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-02-21,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-02-28,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-02-28,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-02-28,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-02-28,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-02-28,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-02-28,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-02-28,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-02-28,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-02-28,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-02-28,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-02-28,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-02-28,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-02-28,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-02-28,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-02-28,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-02-28,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-02-28,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-02-28,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-02-28,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-02-28,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-02-28,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-02-28,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-02-28,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-02-28,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-02-28,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-02-28,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-02-28,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-02-28,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-02-28,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-02-28,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-03-07,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-03-07,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-03-07,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-03-07,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-03-07,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-03-07,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-03-07,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-03-07,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-03-07,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-03-07,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-03-07,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-03-07,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-03-07,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-03-07,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-03-07,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-03-07,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-03-07,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-03-07,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-03-07,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-03-07,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-03-07,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-03-07,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-03-07,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-03-07,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-03-07,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-03-07,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-03-07,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-03-07,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-03-07,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-03-07,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-03-14,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-03-14,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-03-14,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-03-14,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-03-14,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-03-14,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-03-14,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-03-14,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-03-14,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-03-14,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-03-14,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-03-14,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-03-14,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-03-14,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-03-14,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-03-14,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-03-14,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-03-14,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-03-14,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-03-14,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-03-14,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-03-14,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-03-14,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-03-14,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-03-14,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-03-14,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-03-14,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-03-14,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-03-14,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-03-14,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-03-21,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-03-21,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-03-21,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-03-21,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-03-21,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-03-21,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-03-21,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-03-21,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-03-21,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-03-21,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-03-21,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-03-21,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-03-21,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-03-21,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-03-21,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-03-21,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-03-21,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-03-21,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-03-21,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-03-21,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-03-21,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-03-21,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-03-21,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-03-21,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-03-21,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-03-21,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-03-21,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-03-21,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-03-21,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-03-21,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-03-28,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-03-28,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-03-28,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-03-28,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-03-28,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-03-28,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-03-28,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-03-28,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-03-28,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-03-28,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-03-28,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-03-28,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-03-28,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-03-28,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-03-28,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-03-28,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-03-28,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-03-28,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-03-28,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-03-28,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-03-28,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-03-28,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-03-28,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-03-28,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-03-28,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-03-28,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-03-28,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-03-28,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-03-28,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-03-28,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-04-04,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-04-04,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-04-04,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-04-04,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-04-04,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-04-04,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-04-04,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-04-04,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-04-04,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-04-04,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-04-04,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-04-04,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-04-04,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-04-04,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-04-04,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-04-04,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-04-04,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-04-04,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-04-04,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-04-04,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-04-04,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-04-04,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-04-04,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-04-04,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-04-04,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-04-04,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-04-04,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-04-04,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-04-04,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-04-04,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-04-11,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-04-11,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-04-11,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-04-11,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-04-11,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-04-11,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-04-11,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-04-11,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-04-11,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-04-11,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-04-11,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-04-11,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-04-11,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-04-11,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-04-11,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-04-11,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-04-11,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-04-11,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-04-11,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-04-11,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-04-11,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-04-11,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-04-11,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-04-11,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-04-11,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-04-11,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-04-11,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-04-11,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-04-11,29  ,TYLOO            ,"['Summer', 'BnTeT', 'Attacker', 'SLOWLY', 'DANK1NG']"
2022-04-11,30  ,BLUEJAYS         ,"['stYleEeZ', 'dan1', 'CacaNito', 'kyxsan', 'aidKiT']"
2022-04-18,1   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-04-18,2   ,Natus Vincere    ,"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']"
2022-04-18,3   ,Cloud9           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-04-18,4   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-04-18,5   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Brollan', 'Plopski']"
2022-04-18,6   ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'dav1g', 'MartinezSa']"
2022-04-18,7   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'Spinx']"
2022-04-18,8   ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-04-18,9   ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-04-18,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha']"
2022-04-18,11  ,G2               ,"['NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-04-18,12  ,Liquid           ,"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']"
2022-04-18,13  ,BIG              ,"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']"
2022-04-18,14  ,Heroic           ,"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']"
2022-04-18,15  ,Spirit           ,"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']"
2022-04-18,16  ,OG               ,"['nexa', 'NEOFRAG', 'flameZ', 'degster', 'F1KU']"
2022-04-18,17  ,Outsiders        ,"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']"
2022-04-18,18  ,00NATION         ,"['coldzera', 'TACO', 'dumau', 'latto', 'try']"
2022-04-18,19  ,9z               ,"['max', 'dgt', 'rox', 'dav1d', 'nqz']"
2022-04-18,20  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-04-18,21  ,Finest           ,"['twist', 'PlesseN', 'kreaz', 'anarkez', 'shokz']"
2022-04-18,22  ,Imperial         ,"['fnx', 'FalleN', 'fer', 'boltz', 'VINI']"
2022-04-18,23  ,Sprout           ,"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']"
2022-04-18,24  ,Rare Atom        ,"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']"
2022-04-18,25  ,Eternal Fire     ,"['MAJ3R', 'XANTARES', 'woxic', 'paz', 'imoRR']"
2022-04-18,26  ,HEET             ,"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']"
2022-04-18,27  ,MIBR             ,"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']"
2022-04-18,28  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
